Total_Weight_Percent,Total_Weighted_Price,Full_Index_Price,Hyperscalers_Only_Price,Non_Hyperscalers_Only_Price,Hyperscaler_Weight,Non_Hyperscaler_Weight,Calculation_Date
78.19349999999999,328.02866159,4.195088614654671,4.683891152399232,3.219113286833886,52.1,26.0935,2026-04-23 13:55:20
