timestamp,old_index,corrected_index,delta,commit_hash,status,aws_old_price,aws_new_price
2025-09-12T19:53:16.632498,2.815338038132283,,,,no_commit,,
2025-09-12T20:03:54.646208,2.815338038132283,,,,no_commit,,
2025-09-12T15:18:10.947726,2.8746886610982147,3.5345095586140802,0.6598208975158655,0d86ee46b167c452a88f678a2715d856b9d42ed7,success,1.1466655200011466,6.880006879999999
2025-09-13T01:37:56.315922,2.8734961953717395,3.5333170928876054,0.6598208975158659,16a1885d188e116ca84143af4e56b1e2670afa1f,success,1.1466655200011466,6.880006879999999
2025-09-13T12:41:04.378538,2.87366000005621,3.5334808975720753,0.6598208975158655,481cbbcdb2a0c8d1d5d903e6b6ee0a3d5f748de0,success,1.1466655200011466,6.880006879999999
2025-09-14T01:50:44.447854,2.8742355929221453,3.5340564904380107,0.6598208975158655,1fa8e928b013e0a0a7851e5cc9b7e38a6594b6a3,success,1.1466655200011466,6.880006879999999
2025-09-14T12:40:48.452746,2.872570981636473,3.532391879152339,0.6598208975158659,ff06cac9f02234327b235844cfce424ddc6e7cc5,success,1.1466655200011466,6.880006879999999
2025-09-15T01:52:14.003663,2.81674200762196,3.4765629051378255,0.6598208975158655,32969bc3b61eb14897446fd296967b4cf67e86e2,success,1.1466655200011466,6.880006879999999
2025-09-15T09:19:28.977931,2.8159800252379057,3.4758009227537716,0.6598208975158659,b283996bcdb3e241035c5e3cd47429579631fa78,success,1.1466655200011466,6.880006879999999
2025-09-15T12:49:05.242278,2.873777005008235,3.533597902524101,0.6598208975158659,71b484e24bdcafe135b72ece5108dec632f160bd,success,1.1466655200011466,6.880006879999999
2025-09-16T01:43:25.339648,2.8735527642532337,3.533373661769099,0.6598208975158655,b40bb9144137577c213b55812759d269971bc7cd,success,1.1466655200011466,6.880006879999999
2025-09-16T12:47:57.030927,2.871238352791065,3.5310592503069307,0.6598208975158655,f773185ebd2c2ae89b754d3665c367b677553d16,success,1.1466655200011466,6.880006879999999
2025-09-17T01:43:08.982079,2.8741097069255286,3.5339306044413945,0.6598208975158659,ced794e7fe71a753c1e4a95542875e0b62f1747c,success,1.1466655200011466,6.880006879999999
2025-09-17T12:48:03.421831,2.8152705759188787,3.4750914734347447,0.6598208975158659,68b39db9b9049ff4b8de88436d2be670e9fd14df,success,1.1466655200011466,6.880006879999999
2025-09-18T01:43:35.212071,2.877740671418213,3.5375615689340787,0.6598208975158655,8ccf6cf333470e7cbf62695bdca263a110a9b366,success,1.1466655200011466,6.880006879999999
2025-09-18T12:46:32.087927,2.877854753494804,3.5376756510106695,0.6598208975158655,bbe4b3aefeea88fed1f3826457debb962c4dc054,success,1.1466655200011466,6.880006879999999
2025-09-19T01:46:26.217270,2.877058101311359,3.536878998827225,0.6598208975158659,abde9ef0d11c319e12652145c604fec6fce0c002,success,1.1466655200011466,6.880006879999999
2025-09-19T12:47:24.163516,2.877142763522514,3.5369636610383797,0.6598208975158655,e048ac957a223e4f73ddf883e24cee54d1d0a10f,success,1.1466655200011466,6.880006879999999
2025-09-20T01:41:29.218888,2.8779658677286446,3.53778676524451,0.6598208975158655,d264b607b6a39a2c21baaadb7d29321017863529,success,1.1466655200011466,6.880006879999999
2025-09-20T12:42:46.206798,2.8767201607019395,3.5365410582178054,0.6598208975158659,a6ba935d0effd0daa21ca57775a81d29e0208de9,success,1.1466655200011466,6.880006879999999
2025-09-21T01:53:12.778431,2.875237790699635,3.535058688215501,0.6598208975158659,1f2c5cee0f41fa8e9bf9be1f6e0ea9319272a5e4,success,1.1466655200011466,6.880006879999999
2025-09-21T12:42:20.478385,2.876969594394824,3.53679049191069,0.6598208975158659,af24f447c9eb81eb215088cf8694a8c57aee1f36,success,1.1466655200011466,6.880006879999999
2025-09-22T01:52:57.369902,2.87765703221346,3.5374779297293255,0.6598208975158655,b9689776b5242de36586fb82c425db62b7993e88,success,1.1466655200011466,6.880006879999999
2025-09-22T12:48:50.005430,2.8772469752735974,3.5370678727894633,0.6598208975158659,146ba26d4b3a09f6475f3d02bf9dd0d824c935fb,success,1.1466655200011466,6.880006879999999
2025-09-23T01:44:25.009515,2.8769009630312468,3.5367218605471127,0.6598208975158659,b605752d525961b7c587713467873f7dcda4a1b0,success,1.1466655200011466,6.880006879999999
2025-09-23T08:39:27.352691,2.877301351998516,3.5371222495143817,0.6598208975158655,d0ef0e87afd3146daa80d8613a5a78c6348c5671,success,1.1466655200011466,6.880006879999999
2025-09-23T12:24:51.869692,2.877348387809361,3.537169285325227,0.6598208975158659,bc6c734dce6e11628b546349464cf2867ad710ae,success,1.1466655200011466,6.880006879999999
2025-09-24T00:56:32.716396,2.875953243155132,3.5357741406709975,0.6598208975158655,d6ec4ce49f56fc1d90179d6dc7b1b3f45db2a9ae,success,1.1466655200011466,6.880006879999999
2025-09-24T12:25:16.593020,2.8740058099456456,3.533826707461511,0.6598208975158655,bf56b040e79b1338bd84d1dfb9d5995783cb1b8b,success,1.1466655200011466,6.880006879999999
2025-09-25T00:56:38.760822,2.875899630874558,3.5357205283904234,0.6598208975158655,d5680985b4ae6d1fe0c2160dbe83d37655aa78dc,success,1.1466655200011466,6.880006879999999
2025-09-25T12:26:12.219473,2.876154078422996,3.5359749759388617,0.6598208975158655,a6c162b4e0a1d7580566010c8b3b6d0eabdb5847,success,1.1466655200011466,6.880006879999999
2025-09-26T00:55:54.606676,2.8759646198856705,3.5357855174015365,0.6598208975158659,e31a893784205a506ba3182e6e9809bddcab16d0,success,1.1466655200011466,6.880006879999999
2025-09-26T12:24:57.010459,2.8762423605029594,3.5360632580188254,0.6598208975158659,7ec21c0192fa5cc2db34120b015c2801baf6bc74,success,1.1466655200011466,6.880006879999999
2025-09-27T00:54:14.154623,2.8742499262536043,3.5340708237694702,0.6598208975158659,6c0dd78c59e8c93fbd454cf05bb9b2fe4845a6a8,success,1.1466655200011466,6.880006879999999
2025-09-27T12:21:43.103858,2.874238163607419,3.5340590611232843,0.6598208975158655,a687cd4455d5e7d44bbf863267739a8e6768d1d6,success,1.1466655200011466,6.880006879999999
2025-09-28T01:01:35.665921,2.8748364124514496,3.534657309967315,0.6598208975158655,b470e12b737d8db03f308449b492350f5b05e2fb,success,1.1466655200011466,6.880006879999999
